receiver_light,receiver_acceleration,receiver_angular_velocity,receiver_temperature,receiver_humidity,rssi,sender_light,sender_acceleration,sender_angular_velocity,sender_temperature,sender_humidity,receiver_id,sender_id,within_3m
55600,124,31686,2775,7113,-48,40224,108,7807,2793,6530,27776,9216,1
55600,124,31686,2775,7113,-74,58,102,9819,3166,7166,27776,8453,1
21368,132,15770,2777,7119,-61,36200,117,9113,2793,6539,27776,9216,1
31092,101,15441,2782,7134,-68,36240,104,7157,2793,6549,27776,9216,1
31092,101,15441,2782,7134,-83,144,97,7725,3174,7256,27776,8453,1
66679,98,14154,2786,7152,-65,39792,98,2943,2792,6558,27776,9216,1
66679,98,14154,2786,7152,-79,186,102,11414,3176,7304,27776,8453,1
29339,115,13746,2786,7162,-66,38480,106,4950,2790,6563,27776,9216,1
29339,115,13746,2786,7162,-88,108,105,10265,3183,7358,27776,8453,1
13483,96,17751,2787,7175,-59,31596,110,4956,2791,6569,27776,9216,1
13483,96,17751,2787,7175,-73,76,101,10499,3185,7405,27776,8453,1
6527,88,24738,2790,7189,-69,26824,104,3076,2785,6578,27776,9216,1
54,103,10864,2796,7220,-66,27607,110,5400,2781,6578,27776,9216,1
54,103,10864,2796,7220,-76,23091,89,11316,3172,7527,27776,8453,1
395,86,13040,2811,7216,-57,25732,100,4032,2777,6578,27776,9216,1
395,86,13040,2811,7216,-64,68080,127,10298,3161,7497,27776,8453,1
64,128,10703,2856,7015,-52,23304,105,4224,2774,6588,27776,9216,1
64,128,10703,2856,7015,-60,54200,88,9229,3124,7425,27776,8453,1
56,105,7769,2841,7219,-66,19588,98,6923,2771,6588,27776,9216,1
56,105,7769,2841,7219,-64,35944,105,12371,3121,7351,27776,8453,1
34,93,15383,2846,7333,-69,20888,109,4545,2771,6590,27776,9216,1
34,93,15383,2846,7333,-60,58079,129,17324,3110,7286,27776,8453,1
36,104,8049,2856,7381,-65,25347,106,5300,2774,6597,27776,9216,1
36,104,8049,2856,7381,-56,23296,100,6175,3082,7211,27776,8453,1
34,90,9187,2861,7488,-59,41192,99,4443,2775,6597,27776,9216,1
34,90,9187,2861,7488,-63,24728,101,5489,3063,7145,27776,8453,1
32,87,8799,2871,7539,-60,41856,97,3501,2776,6609,27776,9216,1
32,87,8799,2871,7539,-63,28308,93,4426,3061,7090,27776,8453,1
28,100,12119,2873,7656,-56,38280,107,4488,2779,6617,27776,9216,1
28,100,12119,2873,7656,-63,32115,95,5067,3057,7036,27776,8453,1
32,108,9246,2879,7743,-59,33656,101,4163,2781,6627,27776,9216,1
32,108,9246,2879,7743,-69,44192,107,8473,3049,6993,27776,8453,1
32,127,9777,2883,7817,-61,32688,99,4329,2779,6627,27776,9216,1
32,127,9777,2883,7817,-52,55672,101,16282,3036,6939,27776,8453,1
34,122,10125,2885,7893,-57,32512,109,5293,2780,6627,27776,9216,1
34,122,10125,2885,7893,-53,57544,119,12650,3023,6891,27776,8453,1
22,93,8304,2888,7971,-67,31476,94,6215,2779,6624,27776,9216,1
22,93,8304,2888,7971,-65,41503,100,11931,3006,6849,27776,8453,1
26,111,7904,2892,8017,-65,28387,106,4732,2777,6612,27776,9216,1
26,111,7904,2892,8017,-74,39904,93,12571,2992,6800,27776,8453,1
26,99,8467,2895,8056,-60,26015,101,3900,2771,6599,27776,9216,1
26,99,8467,2895,8056,-70,30045,112,12199,2991,6754,27776,8453,1
24,119,9930,2897,8083,-57,27788,108,7835,2768,6592,27776,9216,1
24,119,9930,2897,8083,-72,18011,98,14264,2991,6700,27776,8453,1
22,114,8956,2900,8100,-58,34560,93,5571,2765,6583,27776,9216,1
22,114,8956,2900,8100,-63,1334,88,12222,3002,6670,27776,8453,1
22,116,9396,2903,8122,-63,18543,124,6183,2760,6573,27776,9216,1
22,116,9396,2903,8122,-63,4740,89,5149,2999,6690,27776,8453,1
18,99,9130,2905,8136,-67,18152,100,4533,2758,6561,27776,9216,1
18,99,9130,2905,8136,-64,5176,87,8230,3002,6676,27776,8453,1
18,89,9071,2908,8146,-67,20792,113,8199,2759,6556,27776,9216,1
18,89,9071,2908,8146,-63,2302,111,11209,3035,6707,27776,8453,1
10,136,6260,2910,8156,-60,17862,112,5654,2761,6549,27776,9216,1
10,136,6260,2910,8156,-69,34,112,12660,3016,6707,27776,8453,1
8,82,6457,2913,8161,-73,0,123,17285,3020,6721,27776,8453,1
2,98,4872,2914,8165,-63,15648,100,4348,2760,6534,27776,9216,1
2,98,4872,2914,8165,-75,4,135,16275,3029,6745,27776,8453,1
8,125,8660,2918,8161,-69,1885,106,14049,3030,6784,27776,8453,1
18,126,12779,2920,8170,-56,22098,105,6859,2762,6530,27776,9216,1
18,126,12779,2920,8170,-69,7039,99,12491,3027,6828,27776,8453,1
70,131,7968,2924,8173,-60,31780,104,5228,2768,6539,27776,9216,1
70,131,7968,2924,8173,-78,573,106,4222,3035,6814,27776,8453,1
300,102,7033,2927,8168,-66,38520,114,4866,2776,6561,27776,9216,1
300,102,7033,2927,8168,-80,731,103,8087,3039,6818,27776,8453,1
359,105,9610,2930,8168,-60,46416,106,5909,2779,6575,27776,9216,1
359,105,9610,2930,8168,-77,3187,110,7036,3040,6803,27776,8453,1
446,125,7796,2932,8163,-56,95583,99,6512,2789,6603,27776,9216,1
446,125,7796,2932,8163,-57,28524,115,8528,3046,6787,27776,8453,1
361,119,6543,2934,8165,-62,133712,110,7958,2797,6656,27776,9216,1
361,119,6543,2934,8165,-63,86736,105,13754,3046,6814,27776,8453,1
311,91,6235,2938,8153,-78,121359,89,4991,2801,6717,27776,9216,1
311,91,6235,2938,8153,-65,161104,119,21600,3046,6839,27776,8453,1
241,105,8844,2942,8148,-57,115615,105,6430,2816,6792,27776,9216,1
241,105,8844,2942,8148,-54,414784,122,15575,3053,6861,27776,8453,1
237,130,9971,2945,8150,-64,187456,109,5477,2825,6875,27776,9216,1
237,130,9971,2945,8150,-51,538176,110,11169,3055,6905,27776,8453,1
277,102,8850,2947,8184,-62,359552,127,5772,2834,6964,27776,9216,1
277,102,8850,2947,8184,-63,383872,106,5858,3058,6953,27776,8453,1
1183,107,9561,2953,8166,-63,478976,100,8199,2844,7046,27776,9216,1
1183,107,9561,2953,8166,-78,444352,99,14705,3058,7007,27776,8453,1
1847,105,7921,2956,8161,-54,1723775,95,6811,2857,7130,27776,9216,1
1847,105,7921,2956,8161,-51,456960,122,17740,3064,7058,27776,8453,1
1420,141,8804,2958,8188,-54,6484991,105,4967,2900,7213,27776,9216,1
1420,141,8804,2958,8188,-50,379999,128,19384,3072,7113,27776,8453,1
977,121,8442,2962,8198,-50,5495232,101,3691,2935,7278,27776,9216,1
977,121,8442,2962,8198,-54,117151,107,13108,3067,7155,27776,8453,1
479,99,5590,2965,8225,-57,236672,104,4522,2930,7327,27776,9216,1
479,99,5590,2965,8225,-67,100928,103,2762,3070,7191,27776,8453,1
400,92,8967,2969,8247,-54,187200,105,5287,2927,7369,27776,9216,1
400,92,8967,2969,8247,-66,109903,103,2745,3076,7223,27776,8453,1
288,95,9259,2974,8242,-54,200448,112,5233,2930,7400,27776,9216,1
288,95,9259,2974,8242,-65,83711,100,4463,3079,7262,27776,8453,1
628,94,10770,2978,8240,-62,210400,102,3671,2934,7430,27776,9216,1
628,94,10770,2978,8240,-47,85040,131,20981,3082,7299,27776,8453,1
470,129,10787,2982,8252,-47,211583,98,4768,2937,7454,27776,9216,1
470,129,10787,2982,8252,-42,99184,111,9627,3085,7340,27776,8453,1
336,121,11046,2987,8258,-44,186720,119,5369,2942,7483,27776,9216,1
336,121,11046,2987,8258,-50,67416,80,13997,3087,7382,27776,8453,1
174,111,8976,2990,8266,-50,116784,92,4821,2946,7510,27776,9216,1
174,111,8976,2990,8266,-56,67503,113,15518,3090,7414,27776,8453,1
81,93,12473,2995,8273,-65,109567,101,5076,2949,7536,27776,9216,1
81,93,12473,2995,8273,-54,44816,104,5976,3088,7443,27776,8453,1
80,111,11287,2999,8276,-60,91648,113,9115,2953,7558,27776,9216,1
80,111,11287,2999,8276,-51,22992,102,5632,3091,7470,27776,8453,1
62,127,11530,3004,8298,-71,80880,114,8028,2958,7589,27776,9216,1
62,127,11530,3004,8298,-58,12726,102,11884,3092,7497,27776,8453,1
54,87,10716,3009,8280,-49,75680,106,3454,2962,7611,27776,9216,1
54,87,10716,3009,8280,-73,16370,91,4920,3087,7514,27776,8453,1
40,102,4936,3014,8276,-52,60207,105,3150,2964,7633,27776,9216,1
40,102,4936,3014,8276,-74,8240,106,7082,3084,7534,27776,8453,1
64,103,10922,3017,8323,-60,41816,104,3990,2965,7647,27776,9216,1
64,103,10922,3017,8323,-65,8478,93,6022,3084,7548,27776,8453,1
34,115,14321,3021,8377,-60,56663,102,5827,2964,7660,27776,9216,1
34,115,14321,3021,8377,-52,15840,92,8094,3086,7563,27776,8453,1
34,111,12107,3024,8404,-53,35671,90,7262,2964,7672,27776,9216,1
34,111,12107,3024,8404,-44,24516,96,5394,3083,7575,27776,8453,1
34,105,8091,3030,8367,-53,41472,100,6082,2968,7682,27776,9216,1
34,105,8091,3030,8367,-53,15410,87,4350,3079,7584,27776,8453,1
38,102,5849,3032,8430,-55,37384,101,3978,2968,7691,27776,9216,1
38,102,5849,3032,8430,-61,17159,84,2574,3080,7602,27776,8453,1
35,120,9931,3035,8453,-67,37080,89,2953,2969,7701,27776,9216,1
35,120,9931,3035,8453,-51,13727,102,6884,3081,7612,27776,8453,1
73,101,13176,3040,8428,-62,39152,106,7614,2970,7709,27776,9216,1
73,101,13176,3040,8428,-45,5835,94,9320,3084,7623,27776,8453,1
58,89,10319,3044,8430,-54,36336,93,8758,2970,7719,27776,9216,1
58,89,10319,3044,8430,-40,5143,101,6666,3082,7636,27776,8453,1
32,100,9160,3046,8459,-62,31339,114,9166,2972,7725,27776,9216,1
32,100,9160,3046,8459,-45,2724,98,4246,3081,7643,27776,8453,1
28,102,6721,3049,8477,-52,32124,117,8238,2972,7728,27776,9216,1
28,102,6721,3049,8477,-53,1314,94,3271,3077,7653,27776,8453,1
22,103,6577,3051,8491,-57,39264,86,7252,2972,7735,27776,9216,1
22,103,6577,3051,8491,-65,1289,97,2651,3070,7656,27776,8453,1
0,109,9663,3053,8508,-57,41520,119,7559,2971,7738,27776,9216,1
0,109,9663,3053,8508,-56,1152,97,5728,3064,7658,27776,8453,1
0,134,11393,3056,8506,-66,39008,100,6300,2972,7745,27776,9216,1
0,134,11393,3056,8506,-66,6755,96,7337,3063,7668,27776,8453,1
0,124,8917,3059,8508,-65,45632,116,6167,2972,7748,27776,9216,1
0,124,8917,3059,8508,-58,12633,91,5113,3062,7676,27776,8453,1
0,98,7524,3060,8506,-59,27812,103,6746,2972,7748,27776,9216,1
0,98,7524,3060,8506,-56,47220,100,4482,3062,7683,27776,8453,1
14,129,12618,3064,8479,-57,12354,97,10052,2973,7750,27776,9216,1
14,129,12618,3064,8479,-52,98400,95,6331,3058,7691,27776,8453,1
43,99,8609,3065,8477,-66,19952,118,3297,2973,7758,27776,9216,1
43,99,8609,3065,8477,-60,192783,95,7732,3058,7700,27776,8453,1
104,106,7693,3067,8467,-65,56444,91,4657,2977,7758,27776,9216,1
104,106,7693,3067,8467,-56,320640,99,5709,3064,7710,27776,8453,1
125,121,9255,3069,8462,-63,110192,103,4663,2981,7760,27776,9216,1
125,121,9255,3069,8462,-58,365312,95,4661,3067,7715,27776,8453,1
102,100,9960,3071,8444,-52,224320,97,4409,2983,7762,27776,9216,1
102,100,9960,3071,8444,-60,275136,104,6442,3065,7721,27776,8453,1
86,95,9377,3074,8430,-55,234016,98,5875,2986,7758,27776,9216,1
86,95,9377,3074,8430,-62,257311,95,5527,3064,7727,27776,8453,1
222,91,12352,3076,8428,-61,218239,100,9833,2990,7758,27776,9216,1
222,91,12352,3076,8428,-57,162944,94,4654,3062,7730,27776,8453,1
313,83,11845,3077,8422,-54,156560,111,17971,2993,7761,27776,9216,1
313,83,11845,3077,8422,-57,41816,84,6290,3062,7736,27776,8453,1
251,130,7291,3081,8407,-60,117839,98,3254,2998,7761,27776,9216,1
251,130,7291,3081,8407,-53,42216,85,6175,3064,7744,27776,8453,1
99,84,8035,3082,8405,-57,127823,96,3388,3003,7756,27776,9216,1
99,84,8035,3082,8405,-54,36864,91,8050,3067,7751,27776,8453,1
75,108,7349,3085,8403,-55,132768,103,6602,3007,7752,27776,9216,1
75,108,7349,3085,8403,-48,16016,100,3827,3068,7758,27776,8453,1
35,137,6798,3087,8388,-60,105984,114,9262,3013,7752,27776,9216,1
35,137,6798,3087,8388,-55,11250,97,3394,3073,7763,27776,8453,1
10,116,12169,3090,8385,-69,48759,96,16706,3016,7747,27776,9216,1
10,116,12169,3090,8385,-44,13057,94,3897,3075,7773,27776,8453,1
6,111,5458,3093,8380,-64,32208,188,22627,3020,7740,27776,9216,1
6,111,5458,3093,8380,-45,20446,85,5528,3079,7773,27776,8453,1
2,90,7679,3095,8371,-71,4692,109,7115,3025,7738,27776,9216,1
2,90,7679,3095,8371,-48,25688,105,3964,3081,7783,27776,8453,1
6,90,7780,3097,8373,-73,245,97,2485,3048,7734,27776,9216,1
6,90,7780,3097,8373,-64,31591,94,4125,3083,7783,27776,8453,1
14,114,9622,3099,8373,-52,17606,101,7097,3081,7783,27776,8453,1
55,126,10814,3102,8368,-81,989,99,3603,3062,7715,27776,9216,1
55,126,10814,3102,8368,-45,5712,82,3637,3080,7783,27776,8453,1
76,103,12482,3104,8361,-63,3798,104,3853,3068,7707,27776,9216,1
76,103,12482,3104,8361,-43,2371,117,5610,3077,7783,27776,8453,1
18,96,7661,3106,8356,-63,6796,104,5352,3075,7700,27776,9216,1
18,96,7661,3106,8356,-40,1183,88,3794,3072,7783,27776,8453,1
0,107,8241,3109,8354,-61,2440,96,3768,3081,7688,27776,9216,1
0,107,8241,3109,8354,-53,877,99,4989,3068,7780,27776,8453,1
0,122,12349,3110,8361,-59,578,106,4853,3086,7676,27776,9216,1
0,122,12349,3110,8361,-48,806,99,4104,3065,7778,27776,8453,1
0,88,8867,3114,8360,-72,405,106,2945,3091,7661,27776,9216,1
0,88,8867,3114,8360,-45,897,91,3961,3060,7778,27776,8453,1
0,97,10474,3117,8360,-60,264,96,4512,3097,7648,27776,9216,1
0,97,10474,3117,8360,-47,1386,100,5928,3056,7780,27776,8453,1
0,129,11570,3118,8353,-57,125,103,3914,3103,7631,27776,9216,1
0,129,11570,3118,8353,-43,2458,99,4141,3050,7785,27776,8453,1
0,102,9256,3121,8355,-57,94,105,3040,3110,7621,27776,9216,1
0,102,9256,3121,8355,-47,3847,98,3378,3047,7788,27776,8453,1
0,103,7205,3124,8348,-68,68,106,3111,3116,7603,27776,9216,1
0,103,7205,3124,8348,-57,7783,93,4765,3045,7793,27776,8453,1
0,83,8521,3125,8355,-73,78,98,2550,3125,7593,27776,9216,1
0,83,8521,3125,8355,-56,11132,91,3670,3043,7798,27776,8453,1
0,98,7653,3128,8358,-60,179,107,3260,3130,7576,27776,9216,1
0,98,7653,3128,8358,-57,8171,103,4250,3046,7805,27776,8453,1
12,124,8461,3130,8348,-59,385,94,2358,3134,7559,27776,9216,1
12,124,8461,3130,8348,-37,8180,89,3389,3053,7814,27776,8453,1
19,99,2170,3132,8345,-55,781,106,2412,3139,7542,27776,9216,1
19,99,2170,3132,8345,-51,7458,97,3890,3058,7832,27776,8453,1
33,106,3009,3133,8369,-56,2258,99,2102,3145,7527,27776,9216,1
33,106,3009,3133,8369,-33,9743,89,8891,3062,7844,27776,8453,1
20,98,4389,3136,8372,-55,3830,105,4800,3151,7512,27776,9216,1
20,98,4389,3136,8372,-57,6120,98,5865,3060,7854,27776,8453,1
20,99,7395,3138,8365,-56,1811,99,7867,3152,7491,27776,9216,1
20,99,7395,3138,8365,-50,13972,75,5307,3059,7859,27776,8453,1
8,106,10973,3139,8365,-69,5477,98,2810,3152,7477,27776,9216,1
8,106,10973,3139,8365,-59,56336,96,9337,3059,7866,27776,8453,1
6,109,8505,3141,8356,-71,2203,105,2774,3151,7462,27776,9216,1
6,109,8505,3141,8356,-57,45432,129,8167,3058,7871,27776,8453,1
12,126,8551,3142,8349,-60,2693,96,3326,3154,7450,27776,9216,1
12,126,8551,3142,8349,-51,28171,101,7132,3061,7876,27776,8453,1
20,119,7547,3145,8340,-51,3047,105,4242,3154,7435,27776,9216,1
20,119,7547,3145,8340,-63,20214,122,7253,3065,7886,27776,8453,1
18,95,6779,3147,8342,-58,3581,102,3416,3154,7425,27776,9216,1
18,95,6779,3147,8342,-56,9838,100,5616,3071,7897,27776,8453,1
68,140,6781,3148,8338,-59,15523,106,3190,3154,7415,27776,9216,1
68,140,6781,3148,8338,-64,4739,95,5067,3075,7905,27776,8453,1
33,93,5499,3152,8330,-51,9044,104,4797,3154,7404,27776,9216,1
33,93,5499,3152,8330,-61,3223,92,3306,3077,7921,27776,8453,1
0,110,8905,3153,8330,-50,1616,118,3535,3155,7394,27776,9216,1
0,110,8905,3153,8330,-62,3827,92,5017,3077,7929,27776,8453,1
0,92,6705,3155,8328,-46,1829,98,3530,3157,7386,27776,9216,1
0,92,6705,3155,8328,-60,6183,97,4119,3078,7939,27776,8453,1
0,106,9583,3157,8323,-58,2914,100,2461,3157,7376,27776,9216,1
0,106,9583,3157,8323,-69,13852,93,8286,3079,7939,27776,8453,1
4,113,7838,3159,8318,-60,4374,103,3181,3157,7369,27776,9216,1
4,113,7838,3159,8318,-62,24212,102,5535,3082,7941,27776,8453,1
18,122,6408,3161,8308,-59,8402,98,4762,3159,7362,27776,9216,1
18,122,6408,3161,8308,-60,14444,94,7950,3086,7949,27776,8453,1
21,107,5199,3164,8308,-57,34002,110,3253,3159,7355,27776,9216,1
21,107,5199,3164,8308,-66,10740,85,5853,3087,7949,27776,8453,1
16,116,7112,3166,8303,-57,13855,98,3949,3153,7345,27776,9216,1
16,116,7112,3166,8303,-71,13303,112,8496,3084,7946,27776,8453,1
14,139,10617,3168,8308,-54,9636,102,3297,3155,7335,27776,9216,1
14,139,10617,3168,8308,-72,24939,91,5355,3085,7949,27776,8453,1
26,80,6951,3170,8303,-52,15822,106,2734,3154,7323,27776,9216,1
26,80,6951,3170,8303,-60,155759,90,6186,3090,7939,27776,8453,1
33,107,6995,3172,8305,-59,44436,100,3314,3156,7321,27776,9216,1
33,107,6995,3172,8305,-66,221759,93,9830,3094,7939,27776,8453,1
62,108,8424,3174,8313,-60,40568,99,2807,3156,7321,27776,9216,1
62,108,8424,3174,8313,-60,118527,102,7407,3093,7931,27776,8453,1
95,105,13256,3176,8309,-58,48120,93,3062,3155,7316,27776,9216,1
95,105,13256,3176,8309,-73,28936,88,9805,3083,7921,27776,8453,1
101,114,9298,3178,8309,-60,20704,99,5985,3151,7310,27776,9216,1
70,103,9427,3179,8314,-54,16754,108,4877,3153,7303,27776,9216,1
70,103,9427,3179,8314,-76,6820,105,13263,3078,7900,27776,8453,1
66,84,8315,3180,8314,-63,17040,107,3904,3155,7293,27776,9216,1
66,84,8315,3180,8314,-79,5740,91,3716,3083,7892,27776,8453,1
43,97,9037,3182,8290,-76,8767,87,3747,3082,7890,27776,8453,1
25,93,8290,3184,8282,-75,9818,107,5667,3154,7277,27776,9216,1
25,93,8290,3184,8282,-70,13304,90,6628,3084,7882,27776,8453,1
28,135,7970,3189,8268,-50,8544,104,3242,3154,7272,27776,9216,1
28,135,7970,3189,8268,-66,17602,98,6522,3088,7880,27776,8453,1
16,96,5778,3191,8260,-59,11583,105,7573,3155,7272,27776,9216,1
16,96,5778,3191,8260,-62,56544,120,16271,3092,7871,27776,8453,1
4,100,6609,3193,8255,-54,79944,97,2711,3156,7262,27776,9216,1
4,100,6609,3193,8255,-61,122736,82,11392,3090,7868,27776,8453,1
14,101,8503,3195,8270,-66,113616,104,5650,3151,7259,27776,9216,1
14,101,8503,3195,8270,-51,156143,111,13964,3090,7861,27776,8453,1
31,106,8080,3196,8292,-73,174272,116,7243,3153,7252,27776,9216,1
31,106,8080,3196,8292,-48,65018,87,8451,3096,7856,27776,8453,1
33,134,5402,3198,8299,-63,2118,95,282,3098,7851,27776,8453,1
37,78,10358,3200,8290,-47,364928,106,8955,3160,7243,27776,9216,1
26,138,11914,3202,8298,-69,423487,164,12642,3161,7235,27776,9216,1
26,138,11914,3202,8298,-57,2106,96,163,3103,7845,27776,8453,1
24,106,4684,3205,8308,-57,392512,103,14261,3165,7223,27776,9216,1
24,106,4684,3205,8308,-57,2412,96,507,3111,7835,27776,8453,1
29,101,1929,3206,8306,-64,440000,104,6077,3165,7223,27776,9216,1
29,101,1929,3206,8306,-63,2581,94,817,3115,7827,27776,8453,1
31,99,617,3205,8316,-59,440895,105,9178,3168,7223,27776,9216,1
31,99,617,3205,8316,-61,2678,96,281,3118,7825,27776,8453,1
27,99,155,3205,8306,-69,446911,106,1230,3170,7223,27776,9216,1
27,99,155,3205,8306,-59,2826,96,238,3119,7816,27776,8453,1
27,96,1007,3207,8306,-62,445248,98,839,3171,7215,27776,9216,1
27,96,1007,3207,8306,-57,3000,95,317,3123,7816,27776,8453,1
89,106,4006,3211,8301,-61,439231,99,555,3171,7213,27776,9216,1
89,106,4006,3211,8301,-69,3152,96,105,3125,7806,27776,8453,1
111,120,14730,3213,8287,-49,433279,100,349,3175,7213,27776,9216,1
111,120,14730,3213,8287,-52,3239,96,185,3127,7798,27776,8453,1
134744,95,14445,3213,8311,-45,396992,100,205,3180,7204,27776,9216,1
134744,95,14445,3213,8311,-57,3383,95,52,3129,7791,27776,8453,1
47498,150,17543,3209,8311,-39,391232,101,92,3184,7207,27776,9216,1
47498,150,17543,3209,8311,-44,3280,96,51,3132,7784,27776,8453,1
131260,106,11766,3211,8272,-47,414656,102,184,3185,7199,27776,9216,1
131260,106,11766,3211,8272,-45,3303,95,58,3135,7780,27776,8453,1
293279,97,8851,3209,8235,-57,402496,103,220,3188,7194,27776,9216,1
293279,97,8851,3209,8235,-47,3433,95,66,3136,7775,27776,8453,1
358272,97,6893,3208,8201,-50,3507,95,54,3139,7767,27776,8453,1
374208,92,6645,3209,8164,-41,443968,102,239,3195,7188,27776,9216,1
374208,92,6645,3209,8164,-58,3588,96,100,3141,7761,27776,8453,1
329440,107,12486,3212,8135,-39,445247,102,494,3198,7185,27776,9216,1
329440,107,12486,3212,8135,-56,3660,95,54,3144,7753,27776,8453,1
232672,94,7687,3213,8110,-42,440064,101,454,3202,7180,27776,9216,1
232672,94,7687,3213,8110,-60,3756,96,111,3145,7746,27776,8453,1
252927,95,773,3214,8081,-41,427135,100,383,3204,7188,27776,9216,1
252927,95,773,3214,8081,-63,3899,95,92,3149,7738,27776,8453,1
258879,97,345,3217,8052,-41,426112,102,96,3207,7188,27776,9216,1
258879,97,345,3217,8052,-59,3972,96,56,3151,7731,27776,8453,1
261280,97,285,3217,8022,-41,426816,101,191,3210,7194,27776,9216,1
261280,97,285,3217,8022,-60,3980,95,54,3153,7722,27776,8453,1
264736,98,146,3218,7995,-41,427136,102,92,3212,7201,27776,9216,1
264736,98,146,3218,7995,-60,4036,95,51,3156,7714,27776,8453,1
269312,97,269,3220,7969,-41,427456,102,102,3217,7201,27776,9216,1
269312,97,269,3220,7969,-58,4020,95,47,3156,7707,27776,8453,1
268672,98,273,3221,7942,-42,427519,101,96,3219,7201,27776,9216,1
268672,98,273,3221,7942,-60,4076,95,45,3158,7699,27776,8453,1
271232,98,197,3221,7917,-42,427775,102,162,3220,7201,27776,9216,1
271232,98,197,3221,7917,-61,4012,95,59,3159,7692,27776,8453,1
266976,98,171,3221,7898,-41,429440,102,79,3219,7188,27776,9216,1
266976,98,171,3221,7898,-61,4044,95,41,3161,7683,27776,8453,1
282560,98,221,3220,7881,-42,429888,101,90,3221,7176,27776,9216,1
282560,98,221,3220,7881,-63,4014,96,55,3160,7675,27776,8453,1
266304,98,254,3222,7863,-42,431680,102,93,3223,7163,27776,9216,1
266304,98,254,3222,7863,-62,4006,96,41,3160,7668,27776,8453,1
258815,98,212,3224,7844,-42,430463,102,111,3224,7154,27776,9216,1
258815,98,212,3224,7844,-62,4024,95,54,3162,7660,27776,8453,1
262720,97,144,3227,7827,-45,429888,102,142,3224,7142,27776,9216,1
262720,97,144,3227,7827,-63,4054,95,43,3163,7653,27776,8453,1
270848,99,486,3225,7812,-42,362176,102,235,3227,7132,27776,9216,1
270848,99,486,3225,7812,-62,4112,96,68,3164,7646,27776,8453,1
274624,98,186,3227,7794,-42,370304,101,159,3230,7124,27776,9216,1
274624,98,186,3227,7794,-61,4007,95,117,3164,7644,27776,8453,1
275072,97,233,3229,7783,-42,420096,102,257,3234,7117,27776,9216,1
275072,97,233,3229,7783,-62,3443,95,74,3165,7634,27776,8453,1
273152,97,214,3229,7768,-41,417152,102,116,3235,7113,27776,9216,1
273152,97,214,3229,7768,-55,3271,96,62,3167,7634,27776,8453,1
265344,97,197,3232,7753,-43,420223,102,78,3239,7108,27776,9216,1
265344,97,197,3232,7753,-70,3367,95,124,3168,7628,27776,8453,1
265728,97,269,3233,7744,-45,423040,101,271,3242,7103,27776,9216,1
265728,97,269,3233,7744,-67,3417,95,77,3171,7628,27776,8453,1
277376,97,498,3235,7736,-42,426303,100,117,3242,7095,27776,9216,1
277376,97,498,3235,7736,-62,3403,95,83,3174,7618,27776,8453,1
277568,98,465,3234,7726,-42,389440,102,259,3245,7092,27776,9216,1
277568,98,465,3234,7726,-61,3287,96,64,3173,7618,27776,8453,1
315392,101,188,3522,6135,-66,165696,97,254,3388,7459,9216,27776,1
315456,101,217,3521,6135,-47,153856,105,65,3174,7732,9216,8453,1
315456,101,217,3521,6135,-69,166752,96,301,3388,7450,9216,27776,1
316928,102,249,3521,6135,-47,154176,105,55,3177,7725,9216,8453,1
316928,102,249,3521,6135,-67,166976,97,115,3385,7438,9216,27776,1
317696,101,97,3520,6135,-48,154432,104,47,3178,7718,9216,8453,1
317696,101,97,3520,6135,-68,167296,96,154,3384,7429,9216,27776,1
318080,101,106,3520,6135,-48,154848,105,46,3181,7713,9216,8453,1
318080,101,106,3520,6135,-66,168512,97,86,3387,7425,9216,27776,1
317888,102,136,3519,6142,-49,155040,104,54,3183,7706,9216,8453,1
317888,102,136,3519,6142,-68,168512,96,251,3389,7418,9216,27776,1
317504,102,171,3520,6145,-49,155392,104,46,3182,7703,9216,8453,1
317504,102,171,3520,6145,-63,169728,97,152,3388,7408,9216,27776,1
310720,100,232,3517,6145,-50,156352,105,58,3183,7696,9216,8453,1
310720,100,232,3517,6145,-75,172064,97,456,3391,7400,9216,27776,1
325632,101,154,3514,6161,-55,54752,99,261,3488,7264,9216,27776,1
323968,100,142,3514,6154,-55,157056,105,48,3173,7623,9216,8453,1
323968,100,142,3514,6154,-56,55168,99,89,3494,7249,9216,27776,1
328896,100,98,3513,6154,-52,140192,104,46,3174,7620,9216,8453,1
328896,100,98,3513,6154,-47,55391,98,125,3499,7235,9216,27776,1
316096,101,123,3514,6154,-52,148192,104,57,3174,7620,9216,8453,1
316096,101,123,3514,6154,-40,57640,99,118,3502,7221,9216,27776,1
225280,100,142,3514,6154,-54,122943,114,5758,3172,7618,9216,8453,1
225280,100,142,3514,6154,-43,65712,99,125,3508,7204,9216,27776,1
187520,100,178,3515,6147,-52,86240,86,14190,3173,7618,9216,8453,1
187520,100,178,3515,6147,-46,65744,99,134,3513,7186,9216,27776,1
243583,101,100,3514,6145,-52,72648,80,4617,3171,7620,9216,8453,1
243583,101,100,3514,6145,-55,63312,98,135,3518,7169,9216,27776,1
238112,98,474,3514,6140,-55,85215,99,14440,3171,7623,9216,8453,1
238112,98,474,3514,6140,-46,38248,100,923,3520,7152,9216,27776,1
194144,100,1695,3515,6135,-52,146544,73,29047,3172,7628,9216,8453,1
194144,100,1695,3515,6135,-56,37120,101,1486,3526,7140,9216,27776,1
